ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard Group,Duplicate Status,Duplicate Of,Notes
R100,RONAdapt II Pipeline (Future),Water Security Resilience through rainwater harvesting and Storage Systems for Public Institutions,O&M institutionalisation,,Water & Sanitation,TBC,TBC,TBC,"UNDP, Government recurrent budget","UNDP, Government recurrent budget",0.6,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R101,RONAdapt II Pipeline (Future),Water Security Resilience through rainwater harvesting and Storage Systems for Public Institutions,Community-based resilience hubs,,Water & Sanitation,TBC,TBC,TBC,"GCF, Adaptation Fund, UNICEF","GCF, Adaptation Fund, UNICEF",1.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R102,RONAdapt II Pipeline (Future),Water Security Resilience through rainwater harvesting and Storage Systems for Public Institutions,Regional knowledge exchange,,Water & Sanitation,TBC,TBC,TBC,"SPREP, SPC, FAO","SPREP, SPC, FAO",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R103,RONAdapt II Pipeline (Future),Water Security Resilience through rainwater harvesting and Storage Systems for Public Institutions,Phase 3 contingency,,Water & Sanitation,TBC,TBC,TBC,Mixed,Mixed,0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Drought & water security,,,
R104,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Curriculum development & integration,,Education,TBC,TBC,TBC,"UNICEF, UNESCO, DFAT","UNICEF, UNESCO, DFAT",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R105,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Teacher training & professional development,,Education,TBC,TBC,TBC,"DFAT, MFAT, JICA","DFAT, MFAT, JICA",0.35,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R106,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Vocational and community training programs,,Education,TBC,TBC,TBC,"SPC, SPREP, ICDF","SPC, SPREP, ICDF",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R107,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Awareness materials & outreach campaigns,,Education,TBC,TBC,TBC,"UNDP, SPREP, EU","UNDP, SPREP, EU",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R108,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Institutional coordination & support,,Education,TBC,TBC,TBC,"GCF, ADB","GCF, ADB",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R109,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Monitoring & Evaluation,,Education,TBC,TBC,TBC,"GCF, UNDP","GCF, UNDP",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R110,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Phase 1 contingency,,Education,TBC,TBC,TBC,Mixed,Mixed,0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R111,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Curriculum scaling & refresher modules,,Education,TBC,TBC,TBC,"UNICEF, UNESCO","UNICEF, UNESCO",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R112,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Advanced teacher training & refresher programs,,Education,TBC,TBC,TBC,"DFAT, MFAT, JICA","DFAT, MFAT, JICA",0.28,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R113,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Expanded vocational/community training,,Education,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.35,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R114,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Awareness campaigns,,Education,TBC,TBC,TBC,"UNDP, EU","UNDP, EU",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R115,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Institutional strengthening & cross-sector workshops,,Education,TBC,TBC,TBC,"ADB, GCF","ADB, GCF",0.12,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R116,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Monitoring & Evaluation,,Education,TBC,TBC,TBC,"UNDP, SPC, GCF","UNDP, SPC, GCF",0.08,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R117,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Phase 2 contingency,,Education,TBC,TBC,TBC,Mixed,Mixed,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R118,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Curriculum institutionalisation & digital resources,,Education,TBC,TBC,TBC,"UNESCO, UNICEF","UNESCO, UNICEF",0.25,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R119,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Teacher mentorship networks & institutional embedding,,Education,TBC,TBC,TBC,"DFAT, MFAT, JICA","DFAT, MFAT, JICA",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R120,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Community resilience train-the-trainer program,,Education,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R121,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Outreach legacy products,,Education,TBC,TBC,TBC,"UNDP, EU","UNDP, EU",0.12,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R122,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Institutional sustainability,,Education,TBC,TBC,TBC,"GCF, ADB","GCF, ADB",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R123,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Monitoring & Evaluation,,Education,TBC,TBC,TBC,"UNDP, GCF, SPC","UNDP, GCF, SPC",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R124,RONAdapt II Pipeline (Future),Integrating Climate Change Education and Building Resilience through Training Programs,Phase 3 contingency,,Education,TBC,TBC,TBC,Mixed,Mixed,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R125,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Coastal vegetation propagation and planting,,Coastal & Marine,TBC,TBC,TBC,"GCF, GEF, NGOs","GCF, GEF, NGOs",0.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R126,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community nurseries,,Coastal & Marine,TBC,TBC,TBC,"GEF SGP, SPC, SPREP","GEF SGP, SPC, SPREP",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R127,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Protective measures,,Coastal & Marine,TBC,TBC,TBC,"JICA, DFAT","JICA, DFAT",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R128,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community training & awareness,,Coastal & Marine,TBC,TBC,TBC,"SPREP, SPC, NGOs","SPREP, SPC, NGOs",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R129,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation of pilot sites,,Coastal & Marine,TBC,TBC,TBC,"GCF, SPREP","GCF, SPREP",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R130,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 1 contingency,,Coastal & Marine,TBC,TBC,TBC,Mixed,Mixed,0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R131,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Expansion of coastal vegetation planting,,Coastal & Marine,TBC,TBC,TBC,"GCF, Adaptation Fund","GCF, Adaptation Fund",0.8,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R132,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community irrigation stations,,Coastal & Marine,TBC,TBC,TBC,"DFAT, MFAT, JICA, UNDP","DFAT, MFAT, JICA, UNDP",1.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R133,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Soil conditioning & mulching systems,,Coastal & Marine,TBC,TBC,TBC,"Adaptation Fund, UNEP","Adaptation Fund, UNEP",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R134,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National Coastal Plant Hub,,Coastal & Marine,TBC,TBC,TBC,"GEF, SPC, SPREP","GEF, SPC, SPREP",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R135,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Landowner agreements and legal frameworks,,Coastal & Marine,TBC,TBC,TBC,"Government of Nauru, GCF","Government of Nauru, GCF",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R136,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Advanced training,,Coastal & Marine,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R137,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation expanded sites,,Coastal & Marine,TBC,TBC,TBC,"GCF, SPREP","GCF, SPREP",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R138,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 2 contingency,,Coastal & Marine,TBC,TBC,TBC,Mixed,Mixed,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R139,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Nationwide coastal planting,,Coastal & Marine,TBC,TBC,TBC,"GCF, Adaptation Fund","GCF, Adaptation Fund",1.0,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R140,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National Coastal Resilience Unit,,Coastal & Marine,TBC,TBC,TBC,"GCF, ADB, UNDP","GCF, ADB, UNDP",0.8,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R141,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Long-term community stewardship agreements,,Coastal & Marine,TBC,TBC,TBC,"Government of Nauru, GCF","Government of Nauru, GCF",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R142,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Coastal knowledge in curricula & vocational training,,Coastal & Marine,TBC,TBC,TBC,"MFAT, DFAT, SPC","MFAT, DFAT, SPC",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R143,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National monitoring database,,Coastal & Marine,TBC,TBC,TBC,"SPREP, UNEP","SPREP, UNEP",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R144,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Research & sustainable finance pathways,,Coastal & Marine,TBC,TBC,TBC,"UNDP, UNEP","UNDP, UNEP",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R145,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation national programme,,Coastal & Marine,TBC,TBC,TBC,"GCF, SPREP","GCF, SPREP",0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R146,RONAdapt II Pipeline (Future),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 3 contingency,,Coastal & Marine,TBC,TBC,TBC,Mixed,Mixed,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Coastal erosion & sea-level rise,,,
R147,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Community training programmes & workshops,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, FAO, DFAT, MFAT","SPC, FAO, DFAT, MFAT",0.35,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R148,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Pilot community fisheries management plans,,Fisheries & Aquaculture,TBC,TBC,TBC,"GCF, SPREP, WorldFish","GCF, SPREP, WorldFish",0.25,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R149,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Community engagement & awareness,,Fisheries & Aquaculture,TBC,TBC,TBC,"DFAT, UNICEF","DFAT, UNICEF",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R150,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Equipment & logistics,,Fisheries & Aquaculture,TBC,TBC,TBC,"JICA, ICDF","JICA, ICDF",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R151,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, FAO","SPC, FAO",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R152,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Phase 1 contingency,,Fisheries & Aquaculture,TBC,TBC,TBC,Mixed,Mixed,0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R153,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Expansion of CEAFM to new districts,,Fisheries & Aquaculture,TBC,TBC,TBC,"GCF, AF, SPC","GCF, AF, SPC",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R154,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),"Advanced training on fisheries monitoring, compliance & enforcement",,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, FAO, JICA","SPC, FAO, JICA",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R155,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Community-based monitoring systems,,Fisheries & Aquaculture,TBC,TBC,TBC,"FAO, WorldFish, DFAT","FAO, WorldFish, DFAT",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R156,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Livelihood diversification pilots,,Fisheries & Aquaculture,TBC,TBC,TBC,"GEF, FAO, UNDP","GEF, FAO, UNDP",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R157,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Strengthening legal frameworks & co-management agreements,,Fisheries & Aquaculture,TBC,TBC,TBC,"Government of Nauru, GCF","Government of Nauru, GCF",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R158,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Equipment upgrades,,Fisheries & Aquaculture,TBC,TBC,TBC,"JICA, MFAT","JICA, MFAT",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R159,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, FAO","SPC, FAO",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R160,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Phase 2 contingency,,Fisheries & Aquaculture,TBC,TBC,TBC,Mixed,Mixed,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R161,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),National CEAFM institutionalisation,,Fisheries & Aquaculture,TBC,TBC,TBC,"GCF, ADB, UNDP","GCF, ADB, UNDP",0.6,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R162,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Traditional knowledge into national fisheries law,,Fisheries & Aquaculture,TBC,TBC,TBC,"FAO, SPC","FAO, SPC",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R163,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),National fisheries database & monitoring systems,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, WorldFish","SPC, WorldFish",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R164,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Long-term financing mechanisms,,Fisheries & Aquaculture,TBC,TBC,TBC,"GCF, AF, ADB","GCF, AF, ADB",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R165,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Regional knowledge sharing,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, SPREP, DFAT","SPC, SPREP, DFAT",0.25,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R166,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Ongoing community stewardship agreements & awareness,,Fisheries & Aquaculture,TBC,TBC,TBC,"Government of Nauru, NGOs","Government of Nauru, NGOs",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R167,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,,Fisheries & Aquaculture,TBC,TBC,TBC,"SPC, UNDP","SPC, UNDP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R168,RONAdapt II Pipeline (Future),Community Based Fisheries Management (CEAFM),Phase 3 contingency,,Fisheries & Aquaculture,TBC,TBC,TBC,Mixed,Mixed,0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R169,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Energy-efficient pump and motor upgrades,,Energy,TBC,TBC,TBC,"ADB, JICA, DFAT","ADB, JICA, DFAT",0.6,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R170,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Leakage detection & pressure management pilot,,Energy,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R171,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Capacity building & technician training,,Energy,TBC,TBC,TBC,"UNDP, JICA","UNDP, JICA",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R172,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Awareness & behaviour-change campaigns,,Energy,TBC,TBC,TBC,"UNICEF, NGOs","UNICEF, NGOs",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R173,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Monitoring & evaluation,,Energy,TBC,TBC,TBC,"GCF, UNDP","GCF, UNDP",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R174,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Phase 1 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R175,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Solar PV integration for desalination and pumping systems,,Energy,TBC,TBC,TBC,"GCF, EU, MFAT","GCF, EU, MFAT",1.0,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R176,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Network-wide leakage detection & monitoring,,Energy,TBC,TBC,TBC,"SPREP, SPC","SPREP, SPC",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R177,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Energy efficiency guidelines & standards,,Energy,TBC,TBC,TBC,"SPREP, Government","SPREP, Government",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R178,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Advanced training & certification,,Energy,TBC,TBC,TBC,"JICA, SPC","JICA, SPC",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R179,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Monitoring & evaluation,,Energy,TBC,TBC,TBC,"GCF, UNDP","GCF, UNDP",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R180,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Phase 2 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R181,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Water–Energy Efficiency Unit,,Energy,TBC,TBC,TBC,"GCF, ADB, UNDP","GCF, ADB, UNDP",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R182,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Expansion of renewable power to majority supply,,Energy,TBC,TBC,TBC,"ADB, GCF, EU","ADB, GCF, EU",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R183,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Efficiency standards in legislation,,Energy,TBC,TBC,TBC,"SPREP, Government","SPREP, Government",0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R184,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Climate finance linkages & sustainability mechanisms,,Energy,TBC,TBC,TBC,"UNDP, ADB","UNDP, ADB",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R185,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,National knowledge-sharing & regional exchanges,,Energy,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R186,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Monitoring & evaluation,,Energy,TBC,TBC,TBC,"GCF, UNDP","GCF, UNDP",0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R187,RONAdapt II Pipeline (Future),Energy Efficiency in the Water Sector,Phase 3 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R188,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Baseline epidemiological studies,,Health,TBC,TBC,TBC,"WHO, GCF, SPC","WHO, GCF, SPC",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R189,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Health data collection & monitoring tools,,Health,TBC,TBC,TBC,"SPC, WHO, DFAT","SPC, WHO, DFAT",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R190,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Training of health workers & technicians,,Health,TBC,TBC,TBC,"DFAT, MFAT, JICA","DFAT, MFAT, JICA",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R191,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Vulnerability & risk assessment reports,,Health,TBC,TBC,TBC,"UNDP, AF","UNDP, AF",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R192,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Monitoring & evaluation,,Health,TBC,TBC,TBC,"GCF, WHO","GCF, WHO",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
