ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard (recorded),Hazard Group,Hazard Source,Duplicate Status,Duplicate Of,Notes
P117,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Phase 2 contingency,Phase 2 contingency,Education,Nationwide,,,,Mixed,0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P118,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Curriculum institutionalisation & digital resources,Curriculum institutionalisation & digital resources,Education,Nationwide,,,,"UNESCO, UNICEF",0.25,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P119,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Teacher mentorship networks & institutional embedding,Teacher mentorship networks & institutional embedding,Education,Nationwide,,,,"DFAT, MFAT, JICA",0.2,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P120,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Community resilience train-the-trainer program,Community resilience train-the-trainer program,Education,Nationwide,,,,"SPC, SPREP",0.3,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P121,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Outreach legacy products,Outreach legacy products,Education,Nationwide,,,,"UNDP, EU",0.12,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P122,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Institutional sustainability,Institutional sustainability,Education,Nationwide,,,,"GCF, ADB",0.15,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P123,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Monitoring & Evaluation,Monitoring & Evaluation,Education,Nationwide,,,,"UNDP, GCF, SPC",0.1,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P124,RONAdapt II Pipeline (Proposed),Integrating Climate Change Education and Building Resilience through Training Programs,Phase 3 contingency,Phase 3 contingency,Education,Nationwide,,,,Mixed,0.05,,,,Proposed,Seeking funding,,Enabling & capacity (cross-hazard),Auto-tagged (sector/keywords),,,
P125,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Coastal vegetation propagation and planting,Coastal vegetation propagation and planting,Environment & Biodiversity,Nationwide,,,,"GCF, GEF, NGOs",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P126,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community nurseries,Community nurseries,Environment & Biodiversity,Nationwide,,,,"GEF SGP, SPC, SPREP",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P127,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Protective measures,Protective measures,Environment & Biodiversity,Nationwide,,,,"JICA, DFAT",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P128,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community training & awareness,Community training & awareness,Environment & Biodiversity,Nationwide,,,,"SPREP, SPC, NGOs",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P129,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation of pilot sites,Monitoring & evaluation of pilot sites,Environment & Biodiversity,Nationwide,,,,"GCF, SPREP",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P130,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 1 contingency,Phase 1 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P131,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Expansion of coastal vegetation planting,Expansion of coastal vegetation planting,Environment & Biodiversity,Nationwide,,,,"GCF, Adaptation Fund",0.8,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P132,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Community irrigation stations,Community irrigation stations,Environment & Biodiversity,Nationwide,,,,"DFAT, MFAT, JICA, UNDP",1.0,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P133,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Soil conditioning & mulching systems,Soil conditioning & mulching systems,Environment & Biodiversity,Nationwide,,,,"Adaptation Fund, UNEP",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P134,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National Coastal Plant Hub,National Coastal Plant Hub,Environment & Biodiversity,Nationwide,,,,"GEF, SPC, SPREP",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P135,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Landowner agreements and legal frameworks,Landowner agreements and legal frameworks,Environment & Biodiversity,Nationwide,,,,"Government of Nauru, GCF",0.15,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P136,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Advanced training,Advanced training,Environment & Biodiversity,Nationwide,,,,"UNDP, SPC",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P137,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation expanded sites,Monitoring & evaluation expanded sites,Environment & Biodiversity,Nationwide,,,,"GCF, SPREP",0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P138,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 2 contingency,Phase 2 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P139,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Nationwide coastal planting,Nationwide coastal planting,Environment & Biodiversity,Nationwide,,,,"GCF, Adaptation Fund",1.0,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P140,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National Coastal Resilience Unit,National Coastal Resilience Unit,Environment & Biodiversity,Nationwide,,,,"GCF, ADB, UNDP",0.8,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P141,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Long-term community stewardship agreements,Long-term community stewardship agreements,Environment & Biodiversity,Nationwide,,,,"Government of Nauru, GCF",0.4,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P142,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Coastal knowledge in curricula & vocational training,Coastal knowledge in curricula & vocational training,Environment & Biodiversity,Nationwide,,,,"MFAT, DFAT, SPC",0.3,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P143,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,National monitoring database,National monitoring database,Environment & Biodiversity,Nationwide,,,,"SPREP, UNEP",0.4,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P144,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Research & sustainable finance pathways,Research & sustainable finance pathways,Environment & Biodiversity,Nationwide,,,,"UNDP, UNEP",0.2,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P145,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Monitoring & evaluation national programme,Monitoring & evaluation national programme,Environment & Biodiversity,Nationwide,,,,"GCF, SPREP",0.05,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P146,RONAdapt II Pipeline (Proposed),Strengthen Coastal Resilience through targeted Community Coastal Ecosystem Restoration and re-vegetation planting programme,Phase 3 contingency,Phase 3 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.05,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P147,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Community training programmes & workshops,Community training programmes & workshops,Fisheries & Aquaculture,Nationwide,,,,"SPC, FAO, DFAT, MFAT",0.35,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P148,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Pilot community fisheries management plans,Pilot community fisheries management plans,Fisheries & Aquaculture,Nationwide,,,,"GCF, SPREP, WorldFish",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P149,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Community engagement & awareness,Community engagement & awareness,Fisheries & Aquaculture,Nationwide,,,,"DFAT, UNICEF",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P150,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Equipment & logistics,Equipment & logistics,Fisheries & Aquaculture,Nationwide,,,,"JICA, ICDF",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P151,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,Monitoring & evaluation,Fisheries & Aquaculture,Nationwide,,,,"SPC, FAO",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P152,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Phase 1 contingency,Phase 1 contingency,Fisheries & Aquaculture,Nationwide,,,,Mixed,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P153,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Expansion of CEAFM to new districts,Expansion of CEAFM to new districts,Fisheries & Aquaculture,Nationwide,,,,"GCF, AF, SPC",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P154,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),"Advanced training on fisheries monitoring, compliance & enforcement","Advanced training on fisheries monitoring, compliance & enforcement",Fisheries & Aquaculture,Nationwide,,,,"SPC, FAO, JICA",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P155,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Community-based monitoring systems,Community-based monitoring systems,Fisheries & Aquaculture,Nationwide,,,,"FAO, WorldFish, DFAT",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P156,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Livelihood diversification pilots,Livelihood diversification pilots,Fisheries & Aquaculture,Nationwide,,,,"GEF, FAO, UNDP",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P157,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Strengthening legal frameworks & co-management agreements,Strengthening legal frameworks & co-management agreements,Fisheries & Aquaculture,Nationwide,,,,"Government of Nauru, GCF",0.25,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P158,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Equipment upgrades,Equipment upgrades,Fisheries & Aquaculture,Nationwide,,,,"JICA, MFAT",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P159,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,Monitoring & evaluation,Fisheries & Aquaculture,Nationwide,,,,"SPC, FAO",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P160,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Phase 2 contingency,Phase 2 contingency,Fisheries & Aquaculture,Nationwide,,,,Mixed,0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P161,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),National CEAFM institutionalisation,National CEAFM institutionalisation,Fisheries & Aquaculture,Nationwide,,,,"GCF, ADB, UNDP",0.6,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P162,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Traditional knowledge into national fisheries law,Traditional knowledge into national fisheries law,Fisheries & Aquaculture,Nationwide,,,,"FAO, SPC",0.3,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P163,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),National fisheries database & monitoring systems,National fisheries database & monitoring systems,Fisheries & Aquaculture,Nationwide,,,,"SPC, WorldFish",0.4,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P164,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Long-term financing mechanisms,Long-term financing mechanisms,Fisheries & Aquaculture,Nationwide,,,,"GCF, AF, ADB",0.4,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P165,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Regional knowledge sharing,Regional knowledge sharing,Fisheries & Aquaculture,Nationwide,,,,"SPC, SPREP, DFAT",0.25,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P166,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Ongoing community stewardship agreements & awareness,Ongoing community stewardship agreements & awareness,Fisheries & Aquaculture,Nationwide,,,,"Government of Nauru, NGOs",0.2,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P167,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Monitoring & evaluation,Monitoring & evaluation,Fisheries & Aquaculture,Nationwide,,,,"SPC, UNDP",0.1,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P168,RONAdapt II Pipeline (Proposed),Community Based Fisheries Management (CEAFM),Phase 3 contingency,Phase 3 contingency,Fisheries & Aquaculture,Nationwide,,,,Mixed,0.1,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P169,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Energy-efficient pump and motor upgrades,Energy-efficient pump and motor upgrades,Energy,Nationwide,,,,"ADB, JICA, DFAT",0.6,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P170,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Leakage detection & pressure management pilot,Leakage detection & pressure management pilot,Energy,Nationwide,,,,"SPC, SPREP",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P171,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Capacity building & technician training,Capacity building & technician training,Energy,Nationwide,,,,"UNDP, JICA",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P172,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Awareness & behaviour-change campaigns,Awareness & behaviour-change campaigns,Energy,Nationwide,,,,"UNICEF, NGOs",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P173,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Monitoring & evaluation,Monitoring & evaluation,Energy,Nationwide,,,,"GCF, UNDP",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P174,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Phase 1 contingency,Phase 1 contingency,Energy,Nationwide,,,,Mixed,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P175,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Solar PV integration for desalination and pumping systems,Solar PV integration for desalination and pumping systems,Energy,Nationwide,,,,"GCF, EU, MFAT",1.0,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P176,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Network-wide leakage detection & monitoring,Network-wide leakage detection & monitoring,Energy,Nationwide,,,,"SPREP, SPC",0.25,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P177,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Energy efficiency guidelines & standards,Energy efficiency guidelines & standards,Energy,Nationwide,,,,"SPREP, Government",0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P178,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Advanced training & certification,Advanced training & certification,Energy,Nationwide,,,,"JICA, SPC",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P179,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Monitoring & evaluation,Monitoring & evaluation,Energy,Nationwide,,,,"GCF, UNDP",0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P180,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Phase 2 contingency,Phase 2 contingency,Energy,Nationwide,,,,Mixed,0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P181,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Water–Energy Efficiency Unit,Water–Energy Efficiency Unit,Energy,Nationwide,,,,"GCF, ADB, UNDP",0.2,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P182,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Expansion of renewable power to majority supply,Expansion of renewable power to majority supply,Energy,Nationwide,,,,"ADB, GCF, EU",0.3,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P183,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Efficiency standards in legislation,Efficiency standards in legislation,Energy,Nationwide,,,,"SPREP, Government",0.05,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P184,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Climate finance linkages & sustainability mechanisms,Climate finance linkages & sustainability mechanisms,Energy,Nationwide,,,,"UNDP, ADB",0.1,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P185,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,National knowledge-sharing & regional exchanges,National knowledge-sharing & regional exchanges,Energy,Nationwide,,,,"SPC, SPREP",0.1,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P186,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Monitoring & evaluation,Monitoring & evaluation,Energy,Nationwide,,,,"GCF, UNDP",0.05,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P187,RONAdapt II Pipeline (Proposed),Energy Efficiency in the Water Sector,Phase 3 contingency,Phase 3 contingency,Energy,Nationwide,,,,Mixed,0.05,,,,Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
P188,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Baseline epidemiological studies,Baseline epidemiological studies,Health,Nationwide,,,,"WHO, GCF, SPC",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P189,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Health data collection & monitoring tools,Health data collection & monitoring tools,Health,Nationwide,,,,"SPC, WHO, DFAT",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P190,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Training of health workers & technicians,Training of health workers & technicians,Health,Nationwide,,,,"DFAT, MFAT, JICA",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P191,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Vulnerability & risk assessment reports,Vulnerability & risk assessment reports,Health,Nationwide,,,,"UNDP, AF",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P192,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Monitoring & evaluation,Monitoring & evaluation,Health,Nationwide,,,,"GCF, WHO",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P193,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Phase 1 contingency,Phase 1 contingency,Health,Nationwide,,,,Mixed,0.04,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P194,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Expansion of surveillance systems,Expansion of surveillance systems,Health,Nationwide,,,,"GCF, AF, WHO",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P195,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Integration of climate data into health monitoring,Integration of climate data into health monitoring,Health,Nationwide,,,,"SPC, UNDP",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P196,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Research on disease vectors & transmission pathways,Research on disease vectors & transmission pathways,Health,Nationwide,,,,"WHO, CSIRO, Universities",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P197,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Early-warning systems for outbreaks,Early-warning systems for outbreaks,Health,Nationwide,,,,"GCF, SPC",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P198,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Prevention & awareness campaigns,Prevention & awareness campaigns,Health,Nationwide,,,,"UNICEF, MFAT",0.15,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P199,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Monitoring & evaluation,Monitoring & evaluation,Health,Nationwide,,,,"WHO, SPC",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P200,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Phase 2 contingency,Phase 2 contingency,Health,Nationwide,,,,Mixed,0.075,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P201,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Climate–Health Surveillance Unit,Climate–Health Surveillance Unit,Health,Nationwide,,,,"GCF, WHO, UNDP",0.8,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P202,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Integration into national health policy & legislation,Integration into national health policy & legislation,Health,Nationwide,,,,"Government of Nauru, UNDP",0.25,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P203,RONAdapt II Pipeline (Proposed),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,National health–climate database,National health–climate database,Health,Nationwide,,,,"SPC, WHO",0.4,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
